,Labels,Message
5000,ham,hmph go head big baller
5001,ham,well like actually called someone punto woulda worse
5002,ham,nope since ayo travelled forgotten guy
5003,ham,still around looking pick later
5004,spam,cd u congratulation ur awarded cd gift voucher gift guaranteed freeentry wkly draw xt music tncs www ldew com win ppmx age
5005,ham,someone year lt gt toyota camry like mr olayiwola mileage lt gt k clean need know much sell raise dough soon landing sell holla back
5006,ham,guess pub im im happy pig clover whatever saying
5007,ham,ill b soon
5008,ham,oh k come tomorrow
5009,ham,go fool dont cheat others ok
5010,ham,mobile number pls sm ur mail id convey regard achan amma rakhesh qatar
5011,ham,way rencontre meet mountain dont
5012,spam,guaranteed cash prize claim yr prize call customer service representative pm cost p
5013,ham,u attend ur driving lesson many time wk n day
5014,ham,uncle g checking rewarding month
5015,ham,hello boytoy geeee missing today like send tm remind thinking loved loving kiss
5016,ham,think two still need get cash def ready
5017,ham,hey gal u wan na meet dinner n te
5018,spam,dear xxxxxxx u invited xchat final attempt contact u txt chat p msgrcvdhg suite land row w j hl ldn yr
5019,ham,babe talking think good boy missing love
5020,ham,great office today
5021,ham,cool last little getting time soon
5022,ham,sad puppy noise
5023,ham,yes possible dint try pls dont tell one k
5024,ham,anyway holla whenever around need excuse go creep people sarasota
5025,ham,happen
5026,ham,gon na ask lol think
5027,spam,ur cash balance currently pound maximize ur cash send go p meg cc hg suite land row w j hl
5028,spam,private account statement show un redeemed point call identifier code xx expires
5029,ham,go chase run crossing street
5030,spam,like tell deepest darkest fantasy call p min stop text call nat rate
5031,ham,coming friday leave pongal get news work place
5032,ham,hey inconvenient si huh
5033,ham,ok vl u know got adsense approved
5034,ham,really good see day dudette missing
5035,ham,want go perumbavoor
5036,ham,many time told stage use laugh listen aha
5037,spam,believe true incredible txts reply g learn truly amazing thing blow mind fwd p txt
5038,ham,hear
5039,ham,thanks talk saturday dear cherish brother role model
5040,ham,pls clarify back open return ticket preponed go back kerala
5041,spam,natalie f inviting friend reply yes see www sm ac u natalie k stop send stop frnd
5042,ham,ran younger man make pretty baby together
5043,spam,jamster get free wallpaper text heart c apply need help call
5044,ham,ic lol play door sometime yo
5045,ham,dunno dad said coming home bring u lunch yup go w u lor call u reach school lor
5046,ham,sent jd customer service cum account executive ur mail id detail contact u
5047,ham,desire u going doctor liver get bit stylish get ur hair managed thats
5048,ham,hmmm still dont opener
5049,ham,yeah basically time next week get away mom amp get
5050,ham,edison rightly said fool ask question wise man answer know u speechless viva gm gn ge gnt
5051,ham,vote wherever heart guide
5052,ham,si lor juz watched italian job
5053,ham,tick tick tick could die loneliness know pout stomp foot need
5054,ham,lmao know well
5055,spam,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer call optout lf
5056,ham,train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way
5057,ham,goodnight da thangam really miss u dear
5058,ham,hey next sun basic yoga course bugis go pilate intro next sat tell time r free
5059,ham,geeeee internet really bad today eh
5060,spam,free video camera phone half price line rental mths cross ntwk min txts call mobileupd call optout
5061,ham,think disturbing da
5062,ham,sorry call later meeting sir
5063,ham,havent stuck orchard dad car going dinner u leh r free tonight
5064,ham,ok also wan watch e pm show
5065,ham,dunno lei like dun haf
5066,ham,brother transfered lt gt lt gt pa
5067,ham,call later afternoon onwords mtnl service get problem south mumbai hear cann listen
5068,spam,uk break accommodationvouchers term condition apply claim mustprovide claim number
5069,ham,talk g x
5070,ham,hai dear friend new amp present number rajitha raj ranju
5071,spam,p alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
5072,ham,different style
5073,spam,win shopping spree every week starting play text store skilgme tscs winawk age perweeksub
5074,ham,gud ni dear slp well take care swt dream muah
5075,ham,want sent lt gt mesages today thats sorry hurt
5076,spam,nd attempt contract u week top prize either cash prize call
5077,ham,well glad find totally disagreeable lol
5078,ham,guy flash go call call madam take care oh
5079,spam,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
5080,ham,mark work tomorrow get work house meet u afterwards
5081,ham,keep ur problem ur heart b coz nobody fight u u amp u fight ur self amp win battle vivekanand g sd ham yeah give call got minute ham hi babe uawake feellikw shit justfound via aletter thatmum gotmarried thnov behind ourbacks fuckinnice selfish deviousbitch anyway l call u
5082,ham,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount mother law woman hitler eleven plus two twelve plus one amazing
5083,ham,aiya discus later lar pick
5084,ham,hey happy birthday
5085,ham,sorry missed call please call back
5086,ham,omg one thing another cat worm bad day end
5087,ham,good morning im suffering fever dysentry able come office today
5088,ham,wont anything de
5089,ham,type stuff sing
5090,ham,st andre virgil cream
5091,ham,check room befor activity
5092,ham,fri ah okie lor goin drivin den go shoppin tt
5093,ham,gokila talking aha
5094,ham,hi shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem
5095,ham,k k month kotees birthday know
5096,ham,really really broke oh amount small even lt gt
5097,ham,sorry mate phone didnt write love kate
5098,spam,themob hit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaper free
5099,ham,ah well confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come co money
5100,ham,aight call close
5101,ham,nope thats fine might nap tho
5102,spam,msg mobile content order resent previous attempt failed due network error query customersqueries netvision uk com
5103,ham,news hassling get weed week andres money haughaighgtujhyguj
5104,ham,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msg gud ni
5105,ham,wnt buy bmw car urgently vry urgent hv shortage lt gt lac source arng dis amt lt gt lac thats prob
5106,ham,ding ya break fassyole blacko londn
5107,ham,really need kiss u miss u baby ur baby eva
5108,ham,sign maturity start saying big thing actually start understanding small thing nice evening bslvyl
5109,ham,oh got many responsibility
5110,spam,new message please call
5111,ham,reached sch already
5112,spam,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
5113,ham,u definitely need module e humanity dis sem izzit u wan take module st
5114,ham,argh fuck nobody town
5115,spam,get lion england tone reply lionm mono lionp poly go www ringtones co uk original n best tone gbp network operator rate apply
5116,ham,thanks fill complete calm reassurance
5117,ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning
5118,ham,driving training
5119,ham,lol real told dad cancer
5120,spam,private account statement
5121,ham,oops lt gt
5122,ham,enufcredeit tocall shall ileave uni get bus yor house
5123,ham,hi chikku send nice msg
5124,ham,impossible argue always treat like sub like never released remind necessary
5125,ham,work ah den plus lor u workin oso rite den go orchard lor place go liao
5126,ham,wonderful okors great month cherish guy wish well day mojibiola
5127,ham,cuz ibored wan na study
5128,ham,wot wed nite til
5129,ham,rose red red blood blood heart heart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try
5130,ham,way
5131,ham,suck go u hair free right
5132,ham,still working time also tried adding zero saving checking lt gt
5133,ham,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
5134,ham,sday joined training started today
5135,ham,sorry grocer
5136,ham,nice pub near frankie n benny near warner cinema
5137,spam,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min
5138,ham,yup havent want go yoga call book
5139,ham,oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause getting owed face
5140,ham,yeah imagine would really gentle unlike doc treat patient like turkey
5141,spam,free st week nokia tone ur mobile every week txt nokia get txting tell ur mate www getzed co uk pobox w wq norm p tone
5142,ham,started dont stop pray good idea anything see help guy forward link
5143,ham,hi darlin im helen fone im gon na b prince nite please come tb love kate
5144,ham,office da
5145,ham,aiyar u poor thing give u support k jia think u
5146,ham,oh unintentionally bad timing great finger train play along give fifteen min warning
5147,spam,get garden ready summer free selection summer bulb seed worth scotsman saturday stop go notxt co uk
5148,ham,k come wenever u lik come also tel vikky come getting free time
5149,ham,pls call da happen
5150,ham,happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life
5151,ham,problem renewal right away dont know detail
5152,ham,idk sitting stop shop parking lot right bawling eye feel like failure everything nobody want feel like failing
